tenure,monthly_charges,total_charges,support_calls,data_usage_gb,contract_type,payment_method,internet_service,paperless_billing,is_senior,churned
58,44.57,2295.17,10,13.38,one-year,bank_transfer,fiber,1,0,1
54,43.07,2121.63,10,10.22,one-year,bank_transfer,dsl,1,1,0
45,22.72,1318.43,1,19.97,month-to-month,electronic_check,fiber,1,0,0
19,115.85,2044.07,7,7.45,two-year,bank_transfer,dsl,0,1,1
57,91.0,5278.63,10,4.76,one-year,electronic_check,fiber,1,0,0
26,83.56,2069.52,10,8.72,two-year,bank_transfer,none,1,0,1
38,94.4,3599.15,3,5.1,month-to-month,electronic_check,fiber,0,0,0
22,73.16,1514.53,8,14.81,month-to-month,electronic_check,dsl,1,0,1
22,67.61,1571.65,7,19.39,two-year,bank_transfer,fiber,1,0,0
11,64.95,734.97,10,4.1,two-year,bank_transfer,fiber,1,0,1
69,84.04,5731.52,1,12.75,two-year,credit_card,dsl,1,0,0
10,40.15,243.97,6,34.19,two-year,bank_transfer,fiber,0,0,0
6,108.81,693.03,0,40.9,month-to-month,credit_card,fiber,0,0,1
67,101.18,6597.15,3,28.4,month-to-month,electronic_check,fiber,0,0,1
39,54.96,2207.56,0,1.38,month-to-month,bank_transfer,fiber,1,1,0
31,77.86,2807.63,4,18.15,two-year,credit_card,fiber,1,0,0
53,34.1,2009.83,8,36.87,month-to-month,credit_card,fiber,1,1,0
27,117.23,3272.96,7,11.77,one-year,bank_transfer,dsl,1,0,1
9,110.29,979.77,3,6.03,two-year,mailed_check,fiber,1,0,1
52,112.19,5543.07,4,35.05,two-year,bank_transfer,dsl,0,0,0
12,53.22,440.3,4,38.51,two-year,credit_card,dsl,0,0,1
39,36.91,1631.91,8,16.77,one-year,bank_transfer,dsl,1,0,0
68,41.18,2681.78,2,6.08,month-to-month,mailed_check,fiber,1,0,0
67,29.0,1838.11,1,3.6,two-year,electronic_check,dsl,0,0,0
25,32.01,775.4,5,21.43,month-to-month,credit_card,dsl,1,0,0
56,27.13,1359.97,9,10.29,month-to-month,electronic_check,dsl,1,0,1
44,118.98,5051.1,5,16.0,two-year,electronic_check,dsl,0,0,0
34,27.41,924.37,2,14.75,one-year,electronic_check,none,1,0,1
10,33.25,198.77,0,8.33,month-to-month,bank_transfer,fiber,1,0,0
27,102.73,2662.56,10,3.4,month-to-month,electronic_check,fiber,1,1,1
46,78.02,3471.74,8,12.02,month-to-month,electronic_check,fiber,0,0,1
71,97.44,6996.59,1,18.66,two-year,credit_card,dsl,0,0,0
0,83.09,0.0,0,19.3,one-year,credit_card,fiber,0,0,1
51,108.22,5492.43,1,9.76,month-to-month,bank_transfer,none,1,0,1
60,83.85,5120.54,4,38.0,one-year,credit_card,fiber,1,0,0
68,72.21,4888.97,8,6.64,two-year,bank_transfer,fiber,1,0,0
30,91.27,2696.36,1,32.41,two-year,electronic_check,fiber,1,0,0
8,64.74,588.49,9,18.24,month-to-month,electronic_check,fiber,0,0,1
19,54.61,1137.82,0,12.1,one-year,credit_card,dsl,1,0,0
61,66.77,4050.91,8,23.42,month-to-month,credit_card,fiber,0,0,0
63,36.97,2341.2,3,14.1,month-to-month,electronic_check,dsl,0,0,1
45,99.66,4367.43,10,4.71,month-to-month,bank_transfer,fiber,1,1,1
8,46.07,239.46,5,6.22,month-to-month,credit_card,fiber,1,0,1
8,35.35,398.17,2,13.41,one-year,electronic_check,fiber,1,0,0
34,44.64,1584.5,2,10.88,month-to-month,credit_card,dsl,1,0,0
42,104.21,4445.11,9,31.91,month-to-month,credit_card,fiber,0,0,1
2,53.02,148.17,4,10.48,month-to-month,electronic_check,none,0,0,0
49,88.6,4348.33,3,9.97,month-to-month,electronic_check,fiber,0,0,0
39,105.64,4224.42,8,8.94,one-year,bank_transfer,fiber,1,0,1
0,27.77,140.27,5,8.32,month-to-month,electronic_check,fiber,1,0,1
6,96.5,715.68,7,8.55,month-to-month,mailed_check,fiber,0,0,1
32,50.77,1609.52,4,5.4,two-year,credit_card,dsl,1,0,0
52,41.66,2374.37,0,18.79,month-to-month,electronic_check,fiber,1,0,0
59,88.89,5278.78,0,15.01,two-year,credit_card,fiber,1,0,1
31,110.98,3535.24,0,14.54,one-year,bank_transfer,none,0,0,1
21,49.5,1081.81,6,3.82,one-year,bank_transfer,dsl,0,0,0
69,76.88,5341.77,5,22.03,one-year,bank_transfer,dsl,1,0,1
33,48.98,1505.98,8,23.59,month-to-month,credit_card,dsl,1,0,0
22,75.43,1764.66,9,44.24,two-year,electronic_check,fiber,0,0,1
31,82.19,2974.68,1,22.71,two-year,bank_transfer,fiber,0,1,0
0,81.03,0.0,10,50.16,month-to-month,mailed_check,fiber,1,0,1
21,82.35,1740.0,10,9.58,one-year,bank_transfer,dsl,1,0,0
37,33.51,1172.94,6,45.81,month-to-month,electronic_check,dsl,0,0,0
66,89.35,5823.9,5,23.23,two-year,bank_transfer,fiber,1,0,0
53,87.48,4868.11,1,21.23,two-year,bank_transfer,dsl,1,0,0
56,88.26,4841.61,1,14.26,month-to-month,electronic_check,dsl,0,1,0
39,27.41,997.88,0,12.06,two-year,electronic_check,dsl,0,1,0
7,64.68,214.64,7,10.18,two-year,bank_transfer,fiber,1,0,0
28,60.9,1591.56,4,46.84,one-year,bank_transfer,fiber,1,0,0
71,28.67,1779.31,2,13.92,month-to-month,electronic_check,dsl,0,0,0
3,42.24,221.49,1,23.52,two-year,electronic_check,dsl,1,1,1
63,64.1,4458.25,0,27.17,one-year,bank_transfer,none,1,0,0
49,94.29,4565.21,7,26.9,month-to-month,electronic_check,fiber,1,0,1
20,43.71,624.19,7,18.86,two-year,bank_transfer,fiber,0,0,0
56,102.97,5901.32,6,45.26,one-year,bank_transfer,dsl,0,0,0
60,74.58,4365.76,1,22.25,two-year,electronic_check,dsl,0,0,0
3,96.04,483.02,0,9.97,one-year,mailed_check,fiber,1,0,0
7,67.26,428.52,1,12.5,month-to-month,credit_card,fiber,1,0,1
47,69.92,3191.47,8,4.04,two-year,credit_card,fiber,1,0,0
71,81.97,5793.18,8,20.35,one-year,credit_card,fiber,0,0,1
1,112.8,226.47,3,24.9,month-to-month,electronic_check,dsl,1,0,1
47,69.18,3217.35,0,26.39,month-to-month,bank_transfer,fiber,1,0,0
9,72.87,581.32,3,23.23,month-to-month,bank_transfer,dsl,1,0,1
46,80.2,3659.38,8,14.3,one-year,credit_card,dsl,0,0,1
44,93.75,3934.22,1,16.38,month-to-month,mailed_check,fiber,1,1,0
6,27.19,222.69,8,16.41,two-year,bank_transfer,none,0,0,0
49,71.57,3238.92,5,31.98,two-year,electronic_check,fiber,0,0,1
64,68.16,4295.62,1,2.61,one-year,credit_card,fiber,1,0,0
62,112.17,7068.45,10,11.43,month-to-month,credit_card,fiber,0,0,1
2,69.35,184.16,5,7.0,one-year,credit_card,fiber,0,0,1
17,66.83,1224.66,7,57.42,month-to-month,bank_transfer,dsl,1,0,0
17,116.22,1965.98,1,36.27,two-year,bank_transfer,fiber,0,0,0
32,65.06,2257.38,4,11.81,month-to-month,credit_card,fiber,1,0,0
10,38.09,519.6,6,4.88,two-year,bank_transfer,fiber,1,0,0
61,41.69,2610.01,7,6.23,month-to-month,credit_card,fiber,1,0,0
55,29.52,1762.73,0,31.69,month-to-month,bank_transfer,fiber,0,0,0
58,20.06,1276.04,6,3.92,two-year,credit_card,dsl,1,0,1
14,63.19,818.74,10,16.58,month-to-month,credit_card,dsl,1,0,1
1,96.92,0.0,8,28.28,two-year,credit_card,fiber,0,1,1
65,93.35,6130.8,2,5.69,two-year,electronic_check,dsl,1,0,1
20,23.21,546.11,10,16.44,month-to-month,mailed_check,fiber,1,0,1
47,77.0,3782.57,7,11.96,month-to-month,electronic_check,dsl,0,0,0
65,35.43,2162.5,0,10.77,one-year,credit_card,dsl,0,0,0
2,114.11,92.26,1,9.35,two-year,mailed_check,fiber,1,0,1
0,36.74,68.99,10,29.88,two-year,mailed_check,fiber,1,0,1
0,82.66,0.0,2,41.42,month-to-month,bank_transfer,fiber,1,0,1
11,52.62,295.96,1,13.46,one-year,credit_card,dsl,0,0,0
3,84.16,308.75,4,21.29,month-to-month,electronic_check,fiber,0,0,1
59,61.23,3334.71,5,16.72,one-year,mailed_check,fiber,1,0,0
43,95.96,3984.49,6,3.0,two-year,electronic_check,fiber,1,0,0
70,43.07,3217.65,7,13.05,two-year,electronic_check,dsl,0,0,0
57,110.58,6576.79,10,2.39,month-to-month,electronic_check,dsl,1,0,1
69,70.02,4649.03,8,11.19,month-to-month,mailed_check,fiber,0,0,1
17,95.61,1575.96,0,16.11,month-to-month,credit_card,none,0,0,1
20,104.97,2105.79,0,26.76,month-to-month,credit_card,fiber,1,0,1
61,119.88,7579.86,0,19.96,month-to-month,electronic_check,fiber,0,0,1
17,42.39,646.7,4,30.41,two-year,credit_card,fiber,1,0,0
4,48.69,123.23,3,8.13,month-to-month,bank_transfer,fiber,0,0,0
48,45.04,2394.23,10,38.03,month-to-month,credit_card,fiber,1,0,1
57,46.29,2582.31,4,41.45,one-year,credit_card,fiber,0,0,0
69,78.24,5506.89,0,2.26,month-to-month,credit_card,fiber,1,0,0
66,119.35,7655.53,9,3.69,month-to-month,electronic_check,fiber,1,0,1
8,119.03,926.56,2,15.83,two-year,bank_transfer,fiber,0,0,0
55,72.68,3748.46,10,10.53,month-to-month,electronic_check,dsl,0,0,1
60,83.9,4875.68,8,11.88,month-to-month,bank_transfer,dsl,1,0,0
50,106.0,5425.88,9,19.83,one-year,mailed_check,none,0,0,1
59,113.29,6676.62,9,31.22,month-to-month,electronic_check,fiber,1,0,1
60,40.39,2375.53,1,7.77,month-to-month,mailed_check,dsl,1,1,0
32,72.85,2218.89,6,34.75,month-to-month,bank_transfer,fiber,1,0,1
2,103.28,173.46,4,9.21,month-to-month,credit_card,fiber,0,0,1
32,50.32,1655.41,6,62.46,two-year,electronic_check,fiber,0,0,1
14,63.98,1043.16,8,38.21,month-to-month,electronic_check,fiber,0,0,1
8,118.56,554.71,5,10.01,month-to-month,credit_card,dsl,0,1,1
8,118.5,823.24,3,4.99,month-to-month,electronic_check,fiber,0,0,1
50,110.61,5554.36,10,9.82,two-year,electronic_check,dsl,1,0,0
36,99.84,3579.41,7,8.74,month-to-month,credit_card,fiber,0,1,1
38,46.91,1843.09,9,24.53,two-year,electronic_check,dsl,0,1,0
53,52.09,2800.9,2,2.32,month-to-month,credit_card,fiber,0,1,0
39,74.73,2868.74,9,3.74,two-year,credit_card,fiber,0,0,1
45,76.08,3344.57,3,24.05,month-to-month,mailed_check,fiber,1,0,1
6,70.55,386.47,5,8.43,month-to-month,bank_transfer,fiber,0,0,1
61,83.67,5276.18,9,11.3,month-to-month,electronic_check,fiber,1,0,1
32,60.83,1836.76,3,28.2,month-to-month,electronic_check,fiber,1,0,0
11,94.92,1034.7,2,32.16,one-year,mailed_check,dsl,0,0,0
58,53.35,3121.8,10,37.0,one-year,bank_transfer,dsl,1,0,0
52,53.07,2993.69,10,26.61,one-year,bank_transfer,fiber,0,0,0
3,32.72,53.11,3,13.94,month-to-month,credit_card,dsl,0,0,1
13,38.87,649.13,3,13.06,one-year,electronic_check,fiber,1,0,0
1,105.05,289.85,2,11.91,month-to-month,bank_transfer,dsl,1,0,1
19,64.63,1218.41,0,5.71,two-year,electronic_check,fiber,0,0,0
7,42.79,267.92,6,7.5,one-year,bank_transfer,dsl,1,0,0
51,95.93,4843.07,2,33.84,one-year,credit_card,fiber,0,0,1
37,75.4,2751.43,9,9.16,two-year,mailed_check,dsl,1,0,0
70,22.12,1676.54,1,5.75,one-year,electronic_check,fiber,1,0,0
53,51.64,2771.57,6,35.73,one-year,bank_transfer,dsl,0,0,0
44,37.7,1694.09,5,18.97,month-to-month,electronic_check,fiber,1,0,0
36,85.59,2912.46,6,47.5,one-year,bank_transfer,dsl,1,0,0
3,47.5,0.0,1,44.24,month-to-month,electronic_check,fiber,0,0,0
5,26.49,453.97,5,6.22,month-to-month,bank_transfer,fiber,1,0,0
44,25.49,1094.89,6,15.06,two-year,bank_transfer,none,1,0,1
0,78.17,0.0,3,7.02,month-to-month,credit_card,fiber,0,0,0
3,22.17,281.17,9,6.97,one-year,credit_card,fiber,1,0,1
15,104.88,1615.47,5,11.64,month-to-month,electronic_check,fiber,1,0,0
63,35.54,2325.74,3,25.02,month-to-month,bank_transfer,dsl,1,0,0
33,80.66,2641.07,0,25.13,two-year,credit_card,fiber,0,0,1
51,64.47,3240.17,1,23.01,month-to-month,credit_card,dsl,1,0,0
29,64.29,1838.97,5,13.91,one-year,bank_transfer,fiber,1,0,1
12,27.18,118.75,4,26.06,one-year,electronic_check,dsl,1,0,1
26,100.28,2594.09,9,5.67,two-year,bank_transfer,fiber,0,0,0
6,109.31,700.26,8,19.19,month-to-month,electronic_check,fiber,1,0,1
55,21.1,1438.07,1,16.5,one-year,mailed_check,fiber,1,0,0
13,37.86,505.08,6,13.27,month-to-month,bank_transfer,dsl,0,0,1
27,110.39,2630.4,4,19.72,month-to-month,electronic_check,fiber,0,0,1
70,74.95,5232.4,1,7.14,month-to-month,credit_card,fiber,1,0,0
42,35.0,1880.93,7,23.65,month-to-month,bank_transfer,dsl,1,0,1
33,40.28,1459.19,5,16.18,month-to-month,credit_card,dsl,1,0,0
39,86.0,3232.37,0,4.11,month-to-month,credit_card,none,0,0,0
56,92.48,5267.55,5,15.91,month-to-month,credit_card,none,1,0,0
18,79.94,1327.62,8,10.62,one-year,credit_card,dsl,0,0,1
45,115.31,4985.88,3,34.41,month-to-month,electronic_check,fiber,1,0,1
62,69.41,4251.16,3,6.06,month-to-month,bank_transfer,dsl,0,0,0
41,50.03,2064.96,1,6.26,month-to-month,mailed_check,none,0,0,0
32,67.72,1886.22,2,21.55,month-to-month,bank_transfer,fiber,1,0,1
10,55.97,387.33,10,14.34,one-year,electronic_check,fiber,1,0,1
17,42.44,723.03,6,13.81,two-year,credit_card,dsl,0,0,1
68,24.6,1611.57,1,62.69,one-year,bank_transfer,fiber,0,0,0
38,55.22,2157.58,5,25.62,one-year,bank_transfer,dsl,1,1,0
21,91.14,1731.74,2,12.49,month-to-month,mailed_check,fiber,1,0,1
30,21.84,762.32,4,3.6,two-year,mailed_check,fiber,0,0,0
41,63.92,2443.16,1,11.95,month-to-month,credit_card,fiber,1,0,0
38,84.4,3453.61,6,5.5,month-to-month,electronic_check,fiber,0,0,0
50,81.04,3794.64,6,7.55,month-to-month,electronic_check,dsl,1,0,1
18,97.66,1594.0,6,7.77,month-to-month,electronic_check,dsl,0,0,1
46,101.05,4710.91,4,32.59,one-year,credit_card,fiber,0,0,1
31,91.17,3075.9,3,4.46,month-to-month,electronic_check,fiber,1,0,0
67,30.28,2076.02,2,30.41,month-to-month,electronic_check,dsl,0,0,0
11,67.5,826.93,2,22.26,month-to-month,bank_transfer,fiber,1,0,1
10,80.34,806.03,4,22.02,two-year,bank_transfer,fiber,0,0,0
33,44.56,1316.52,4,7.29,one-year,credit_card,fiber,0,0,0
36,24.26,799.84,7,27.7,two-year,mailed_check,fiber,1,0,0
49,42.36,1893.85,0,6.55,two-year,credit_card,dsl,1,1,0
29,65.49,1707.4,3,41.89,two-year,credit_card,dsl,0,0,0
65,61.39,4050.61,9,33.11,month-to-month,credit_card,fiber,1,0,1
34,37.67,1112.3,10,46.71,month-to-month,electronic_check,fiber,0,0,0
9,102.44,969.89,10,16.56,month-to-month,electronic_check,fiber,1,0,1
8,112.57,705.29,3,14.33,month-to-month,credit_card,none,0,1,0
70,40.13,2853.56,1,11.69,one-year,credit_card,dsl,1,0,0
9,112.96,943.34,2,61.82,month-to-month,electronic_check,fiber,0,0,1
68,21.79,1692.71,1,24.87,month-to-month,bank_transfer,dsl,1,0,0
20,112.5,2298.56,10,5.56,one-year,credit_card,dsl,1,1,1
6,115.19,876.51,9,38.72,month-to-month,mailed_check,none,1,0,1
21,21.21,332.06,8,13.91,month-to-month,credit_card,none,0,1,1
44,96.3,4245.62,8,0.94,month-to-month,bank_transfer,dsl,0,0,1
30,117.02,3363.44,3,8.71,one-year,credit_card,none,0,0,1
56,110.59,6131.0,5,33.1,month-to-month,electronic_check,dsl,1,0,1
43,117.07,4994.69,9,22.31,month-to-month,electronic_check,none,0,0,0
28,75.03,1991.96,8,25.51,month-to-month,bank_transfer,fiber,1,0,0
45,27.82,1069.57,5,38.46,one-year,electronic_check,dsl,0,0,0
69,104.98,7031.59,9,2.97,month-to-month,mailed_check,fiber,1,1,1
29,81.38,2009.06,3,8.8,month-to-month,electronic_check,fiber,1,1,1
11,81.47,737.72,4,16.84,two-year,bank_transfer,dsl,1,0,1
29,61.73,1884.29,9,33.76,two-year,bank_transfer,dsl,1,0,0
60,77.18,4391.03,4,6.52,month-to-month,mailed_check,fiber,1,0,0
15,35.36,325.18,8,12.43,month-to-month,credit_card,dsl,1,0,1
68,93.98,6659.27,4,16.05,month-to-month,credit_card,dsl,1,0,1
42,27.5,1059.53,3,8.44,one-year,credit_card,dsl,1,0,0
43,92.98,4046.3,2,15.91,month-to-month,electronic_check,fiber,0,0,1
22,104.9,2404.15,6,14.27,two-year,credit_card,dsl,0,0,1
66,67.25,4537.88,5,10.41,two-year,credit_card,fiber,1,0,1
2,70.98,0.0,4,27.66,one-year,electronic_check,dsl,1,0,1
21,51.22,1040.96,8,24.3,month-to-month,credit_card,dsl,0,0,1
30,116.95,3265.77,0,28.51,two-year,bank_transfer,fiber,0,0,0
34,93.31,3539.49,1,30.26,one-year,bank_transfer,dsl,1,0,0
34,56.9,1695.37,10,3.95,one-year,credit_card,fiber,0,0,1
10,37.48,217.62,7,4.42,month-to-month,mailed_check,fiber,1,0,1
16,41.96,515.27,6,26.05,one-year,credit_card,fiber,1,0,0
6,66.39,173.84,0,11.21,two-year,electronic_check,dsl,0,0,1
41,114.26,4887.55,6,10.08,two-year,bank_transfer,fiber,0,0,0
25,93.41,2698.62,4,8.86,one-year,credit_card,dsl,0,1,1
40,41.52,1589.44,6,29.2,month-to-month,credit_card,fiber,0,0,0
42,105.96,4252.26,0,59.27,month-to-month,bank_transfer,dsl,1,0,1
50,57.82,2555.46,6,30.15,one-year,bank_transfer,dsl,1,0,0
39,105.17,4065.01,6,10.8,two-year,credit_card,fiber,1,0,1
46,44.17,1984.37,3,28.19,one-year,mailed_check,dsl,0,0,0
42,81.87,3340.85,0,4.28,month-to-month,bank_transfer,fiber,1,0,0
46,112.67,5216.03,10,13.51,month-to-month,mailed_check,fiber,0,0,1
44,45.79,2074.04,7,2.98,one-year,credit_card,fiber,1,0,0
22,89.29,2012.84,6,11.23,two-year,credit_card,fiber,0,0,1
17,118.73,1970.99,8,18.23,month-to-month,electronic_check,none,1,1,1
56,35.06,1798.12,7,66.49,month-to-month,credit_card,fiber,1,0,0
24,28.84,792.03,1,35.61,two-year,credit_card,dsl,0,1,0
39,87.42,3411.26,5,3.05,month-to-month,credit_card,fiber,1,0,0
14,53.97,888.83,9,3.38,month-to-month,credit_card,dsl,0,0,1
31,27.12,959.23,3,8.49,month-to-month,electronic_check,dsl,0,0,0
38,67.53,2352.88,10,50.63,month-to-month,credit_card,dsl,1,1,0
45,95.38,4076.97,0,3.2,month-to-month,mailed_check,dsl,1,0,0
37,48.51,1681.54,3,8.92,one-year,credit_card,dsl,0,0,0
25,53.5,1179.06,3,8.88,one-year,bank_transfer,dsl,0,0,0
69,104.57,7328.62,6,21.53,one-year,bank_transfer,fiber,0,1,1
36,72.01,2645.06,1,28.69,one-year,bank_transfer,fiber,1,0,0
58,104.27,6212.54,2,24.46,month-to-month,mailed_check,none,1,0,1
53,64.64,3485.39,7,19.39,month-to-month,electronic_check,dsl,0,0,0
40,115.3,4643.3,3,4.1,month-to-month,credit_card,dsl,0,0,0
63,85.08,5540.0,9,17.22,month-to-month,bank_transfer,fiber,1,0,0
9,31.59,354.77,9,39.2,one-year,electronic_check,dsl,1,0,1
66,108.51,7171.88,3,48.18,month-to-month,credit_card,dsl,0,0,1
61,68.93,4426.8,6,21.11,one-year,bank_transfer,fiber,1,0,0
36,34.16,1247.04,3,3.08,month-to-month,credit_card,fiber,0,0,0
52,35.27,1788.39,3,21.37,month-to-month,bank_transfer,dsl,0,0,0
37,88.75,3158.08,7,14.24,month-to-month,bank_transfer,fiber,1,0,1
19,24.74,575.51,3,3.64,month-to-month,bank_transfer,fiber,1,0,1
57,48.66,2959.18,1,6.17,one-year,mailed_check,fiber,0,0,0
17,33.98,570.07,2,7.28,two-year,bank_transfer,dsl,1,0,0
22,64.11,1606.61,10,26.11,month-to-month,mailed_check,fiber,1,1,1
37,61.44,1977.78,2,46.83,one-year,electronic_check,fiber,1,0,0
60,72.19,4323.08,4,23.35,one-year,bank_transfer,dsl,1,0,0
27,47.96,1288.91,6,26.7,month-to-month,bank_transfer,fiber,1,1,1
35,23.2,702.95,1,15.03,month-to-month,bank_transfer,fiber,1,0,1
2,81.44,520.46,2,9.95,month-to-month,electronic_check,dsl,0,0,1
8,57.37,449.03,1,23.81,month-to-month,credit_card,fiber,1,1,0
4,85.13,279.36,10,19.58,two-year,mailed_check,fiber,0,1,1
5,30.87,158.24,10,7.9,month-to-month,electronic_check,fiber,1,0,1
62,21.38,1025.14,8,18.63,month-to-month,electronic_check,dsl,0,1,0
60,44.83,2575.82,2,15.8,one-year,bank_transfer,fiber,0,0,0
59,65.65,4020.84,6,12.36,month-to-month,electronic_check,dsl,1,0,1
4,59.41,143.3,7,9.66,one-year,electronic_check,fiber,0,0,1
5,101.03,380.82,9,21.1,month-to-month,electronic_check,fiber,0,0,1
20,57.78,1352.03,1,10.2,month-to-month,credit_card,fiber,0,0,0
40,73.04,3122.64,8,59.33,month-to-month,electronic_check,fiber,1,0,0
24,79.35,1981.95,2,22.79,month-to-month,bank_transfer,dsl,0,0,1
35,22.18,708.03,6,21.36,month-to-month,electronic_check,dsl,0,0,0
12,71.51,822.2,9,13.8,one-year,bank_transfer,fiber,1,0,1
52,54.48,2712.34,0,11.5,one-year,credit_card,dsl,1,0,1
22,62.13,1217.64,1,2.33,one-year,electronic_check,fiber,1,0,1
4,30.03,0.0,8,8.37,month-to-month,bank_transfer,fiber,0,0,1
53,98.28,5116.13,0,3.0,two-year,electronic_check,fiber,1,0,0
65,114.24,7270.39,7,2.96,month-to-month,electronic_check,dsl,1,0,1
1,22.23,0.0,5,5.32,two-year,electronic_check,fiber,1,1,1
31,80.14,2517.25,3,36.46,one-year,electronic_check,dsl,1,1,0
59,96.38,5721.61,9,36.34,one-year,credit_card,none,0,0,0
50,48.48,2679.12,9,8.55,month-to-month,credit_card,fiber,1,0,1
61,98.76,5924.11,3,4.0,one-year,electronic_check,fiber,1,0,0
29,83.24,2458.38,0,11.07,one-year,credit_card,fiber,0,0,0
26,112.92,2982.83,1,25.92,month-to-month,credit_card,dsl,0,0,0
51,118.1,5985.02,1,31.5,one-year,credit_card,fiber,0,0,1
11,24.23,378.18,10,18.43,month-to-month,bank_transfer,fiber,1,0,1
17,64.49,1212.61,6,20.9,month-to-month,mailed_check,dsl,0,0,1
43,74.7,3261.21,7,19.44,one-year,credit_card,none,1,0,1
48,34.67,1625.81,2,3.25,two-year,credit_card,fiber,1,0,0
8,53.63,375.41,9,4.42,month-to-month,mailed_check,none,0,0,0
36,118.76,4070.2,7,48.12,month-to-month,mailed_check,fiber,0,0,0
26,21.62,441.23,8,18.36,month-to-month,credit_card,dsl,0,0,0
36,65.25,2255.7,5,1.69,month-to-month,mailed_check,fiber,0,0,1
69,104.27,7026.03,7,21.83,month-to-month,credit_card,dsl,1,0,0
5,52.39,327.94,5,6.97,month-to-month,electronic_check,fiber,1,0,1
71,67.98,5006.07,4,33.26,one-year,credit_card,dsl,1,0,0
32,117.8,3633.39,6,30.85,month-to-month,bank_transfer,fiber,1,0,0
55,67.49,3754.47,3,24.91,month-to-month,credit_card,dsl,0,0,0
30,33.09,837.58,10,18.21,month-to-month,electronic_check,dsl,1,0,1
22,25.17,508.0,7,38.88,month-to-month,credit_card,dsl,1,0,1
55,114.54,6196.15,8,41.58,month-to-month,bank_transfer,fiber,1,0,1
49,46.58,2372.7,7,7.14,month-to-month,electronic_check,dsl,0,0,0
10,70.41,602.28,4,24.72,month-to-month,credit_card,dsl,0,1,1
50,29.07,1605.25,10,9.75,month-to-month,mailed_check,dsl,1,0,1
54,62.37,3331.12,2,6.22,one-year,bank_transfer,dsl,1,0,0
27,113.01,2953.83,6,41.56,two-year,credit_card,none,0,0,1
66,70.24,4447.84,0,27.59,month-to-month,credit_card,fiber,0,0,1
46,117.11,5425.04,3,19.35,month-to-month,bank_transfer,dsl,1,0,1
24,45.88,1235.4,6,7.78,month-to-month,credit_card,dsl,1,0,0
0,70.45,41.0,5,42.39,month-to-month,bank_transfer,dsl,1,1,1
48,105.95,5421.42,10,6.88,one-year,electronic_check,dsl,0,1,0
15,64.83,1186.92,6,5.5,one-year,bank_transfer,dsl,0,0,1
54,47.95,2543.17,4,15.83,month-to-month,bank_transfer,dsl,1,0,0
37,105.55,3857.65,4,25.92,month-to-month,electronic_check,dsl,1,0,1
33,58.99,2017.12,6,11.99,month-to-month,bank_transfer,dsl,0,0,1
11,73.07,678.07,8,17.99,month-to-month,electronic_check,fiber,1,0,0
51,117.65,6175.09,3,9.72,two-year,mailed_check,dsl,0,0,0
11,38.65,479.39,6,10.67,month-to-month,credit_card,fiber,1,0,1
30,50.14,1542.67,6,51.77,month-to-month,electronic_check,fiber,0,0,1
60,23.11,1489.64,0,14.7,month-to-month,mailed_check,fiber,1,0,0
66,59.18,4164.3,10,40.58,month-to-month,bank_transfer,dsl,1,0,1
71,40.02,2867.06,6,2.84,month-to-month,mailed_check,fiber,0,0,0
68,88.0,5967.04,2,33.72,month-to-month,bank_transfer,fiber,0,0,0
40,38.13,1751.51,6,8.13,month-to-month,electronic_check,none,0,0,0
14,87.48,1369.85,7,28.06,month-to-month,bank_transfer,fiber,0,0,1
60,46.35,2732.85,10,8.07,one-year,credit_card,dsl,1,0,0
57,55.52,3165.42,0,11.32,month-to-month,mailed_check,none,1,0,0
71,54.89,3926.5,4,6.04,month-to-month,credit_card,fiber,0,0,1
46,91.68,4271.55,1,28.44,two-year,mailed_check,dsl,1,0,0
10,66.65,463.01,6,31.64,month-to-month,electronic_check,dsl,0,1,1
36,56.13,1789.31,5,8.37,two-year,mailed_check,none,1,0,0
32,105.26,3235.21,5,3.72,two-year,mailed_check,dsl,1,0,0
60,77.2,4487.29,10,40.19,month-to-month,electronic_check,fiber,0,0,1
28,41.38,1062.07,5,9.27,month-to-month,mailed_check,fiber,1,0,0
23,110.01,2625.44,4,14.1,two-year,electronic_check,fiber,1,0,0
5,54.27,246.01,0,7.08,month-to-month,bank_transfer,dsl,0,1,0
60,23.9,1463.46,3,26.53,month-to-month,electronic_check,fiber,1,0,1
54,69.46,3567.19,9,27.01,one-year,credit_card,fiber,0,0,1
2,32.39,0.0,4,44.75,month-to-month,credit_card,none,0,0,0
31,43.85,1447.44,10,34.41,two-year,credit_card,dsl,1,0,0
34,94.71,3309.38,5,32.79,one-year,bank_transfer,dsl,0,0,1
33,33.08,982.95,6,15.14,two-year,credit_card,dsl,0,0,0
66,100.69,6669.79,4,13.71,one-year,bank_transfer,dsl,0,0,0
10,113.69,1466.73,6,26.27,one-year,electronic_check,none,0,1,1
22,80.65,1771.66,0,14.49,month-to-month,electronic_check,dsl,0,0,1
13,91.04,1079.54,0,35.22,two-year,mailed_check,dsl,0,1,0
17,91.36,1527.06,5,6.67,two-year,mailed_check,fiber,1,1,1
65,119.28,7767.03,6,2.77,two-year,mailed_check,dsl,1,1,0
67,54.15,3605.37,6,24.11,one-year,electronic_check,dsl,1,1,0
3,36.29,104.17,4,10.3,one-year,credit_card,fiber,1,0,1
